-9.29720476118, -77.1574554315, 0
27.5570141333, -63.7792129646, 1
-3.53190438183, -63.6662428307, 1
36.721988653, -52.34021244, 3
-21.4216586577, -51.8100875978, 0
-6.66071630472, -49.9656730445, 2
-0.527329377589, -45.4713595469, 4
-8.14348947756, -45.2381856475, 2
20.6227740644, -39.7318938652, 6
-22.9955796893, -39.422560472, 0
1.44857929231, -36.9518875858, 7
17.8805985163, -34.927515745, 8
-24.7505771699, -34.1717611074, 0
41.205603151, -30.4212408221, 13
22.3201211473, -29.6941536937, 11
-0.821878582686, -28.0267784279, 7
-4.59101934553, -27.9950428422, 6
-37.0456358234, -27.4485730532, 0
4.74270894379, -27.2102214384, 12
-2.59043960735, -25.1429414281, 9
-8.02691299722, -24.0483949155, 6
14.7010643909, -23.7292342336, 15
-28.6771742195, -21.3035707356, 1
19.8416071499, -19.8054849209, 18
-14.7419545565, -19.5581653736, 5
-17.7831742751, -17.7673137466, 5
2.86823326578, -16.5392250528, 17
-52.2552958346, -16.0950188058, 0
-38.8240013937, -16.0367298443, 1
47.0213298926, -15.2882933135, 29
26.5153005016, -15.0150943305, 26
-18.2329840802, -14.821122075, 7
30.743362691, -14.7656185542, 29
-44.5504516424, -13.3363208972, 1
28.4165701579, -11.6965094318, 30
33.921499202, -9.74232739095, 32
-49.4015690443, -9.1370585359, 1
23.3544734294, -8.64314448737, 29
10.8611816783, -7.24954325352, 24
-10.8330730368, -6.51948453047, 12
-25.1045348653, -3.86727429045, 6
6.89087517074, -2.89161764037, 26
-19.2486624664, -2.16359820294, 10
-6.21374018055, -0.879540658932, 19
-10.7403263803, -0.185056010626, 15
-5.6975932825, 0.39368322286, 21
-24.1768315831, 0.686757230451, 8
-3.28392226418, 0.884651800643, 25
-22.4349884768, 2.29908010156, 10
-49.9211641225, 2.56800003289, 1
10.1423285087, 3.78567538626, 35
34.2758451758, 4.31047452328, 48
16.7004025547, 4.39913372393, 38
-9.86194749321, 5.37979984411, 19
-3.71418517244, 5.9519240943, 27
-44.0783400755, 5.99340997411, 4
-5.23255339633, 6.19126692938, 27
-2.47902976743, 6.64923964339, 33
-1.70587040281, 7.24813903672, 34
-25.2754066713, 8.19416498992, 8
20.5563826242, 8.62278192561, 48
-39.9832201396, 8.71600816839, 5
-42.959852851, 8.85485888219, 5
11.5223164664, 9.67773241191, 46
27.4734323108, 11.6644869586, 56
-5.92663449812, 13.1747553452, 29
-3.27424107442, 13.7919937211, 36
-1.95305933638, 14.1592719952, 39
16.1634799052, 14.6490316398, 51
-23.0577728427, 14.8005526847, 14
-41.1520987108, 15.5384869473, 6
3.79239587607, 16.2852533071, 47
28.1522637166, 18.4020190911, 65
-2.92059071111, 18.4470183574, 39
-15.7566696558, 19.9478326181, 22
-20.9716726492, 20.6819580449, 19
-4.38286220864, 20.705709527, 37
-17.2981266408, 21.3336049854, 23
-8.23466602765, 21.7004911803, 30
22.3014372259, 21.9376768335, 66
26.8829266606, 23.2284866209, 70
53.5311182709, 23.5539559532, 81
-6.0203909128, 24.771870001, 35
30.3588596289, 25.0005882087, 76
55.1205456203, 25.5365075642, 84
7.665189307, 25.6292140516, 57
-11.4930543114, 31.4727447484, 26
5.29150741344, 32.0820689326, 57
31.9585896675, 32.7673926927, 81
13.6330746074, 33.911190461, 63
-36.8733421706, 34.6694324421, 10
-11.3209578022, 36.3852456883, 28
22.9816095324, 37.5496875863, 75
-74.0524975366, 37.7676282538, 0
-1.09399676249, 44.6978961159, 54
25.1912026088, 46.6892653783, 79
32.9663472528, 47.9848192974, 89
-31.9679422911, 54.547823873, 12
-25.2726742741, 58.8792451831, 15
-25.2726742741, 58.8792451831, 15
