36.4957280247, -66.3858210699, 0
-35.3254626886, -50.4089755479, 0
6.12796474354, -47.0737112585, 1
44.7656835506, -42.1177617895, 3
17.0478793145, -40.7730431513, 2
13.6939821961, -40.0054297974, 2
-35.6034476731, -39.8144949324, 0
-4.49086601968, -39.0415184846, 2
-34.9772308812, -38.7318032989, 2
16.9345761516, -34.7573804947, 6
-5.6005369336, -32.6839117285, 3
-11.6994046812, -32.6245454042, 3
7.42380793313, -30.3325669238, 7
10.9244052175, -29.8721754047, 8
-14.2297848874, -29.3590118789, 3
18.9150806163, -28.9253915389, 13
19.852910365, -28.399377734, 14
34.9876682057, -28.2006173681, 15
-15.4159811297, -27.3063977389, 3
23.9836081004, -27.0852318165, 16
-3.22102995877, -26.2928823846, 8
-8.67448631354, -25.903720112, 6
9.54739171387, -24.9815724745, 12
-1.51828032953, -24.7863754917, 10
11.0353760209, -24.102113297, 15
19.6461908413, -23.2275729785, 20
-19.6636287685, -22.9976290727, 3
10.2798475482, -22.797585507, 15
12.0081091149, -21.7501356298, 18
-17.8029903428, -21.2491064116, 4
15.0594445558, -21.0159886343, 21
-8.73544761849, -21.0024242264, 8
19.6708237249, -20.9773884248, 27
-4.26663316829, -20.3669463612, 12
-7.33198960585, -19.9262452505, 10
-19.0268927076, -19.5991398381, 4
20.7935090748, -19.3604400037, 32
-66.562425932, -18.7474215615, 0
-18.2066095161, -18.6476865419, 6
-10.9874905083, -18.4854571039, 11
-14.2270432356, -18.3675524404, 10
-34.0062154093, -18.3464106676, 4
32.4746049363, -17.0712622929, 39
-14.2816037027, -16.8501691932, 10
7.98461353214, -16.5445716167, 25
-18.7453167092, -15.4127912741, 7
-6.23504235685, -14.601633881, 19
53.1527497751, -14.4419625775, 47
10.7598714149, -14.3978235833, 30
-16.4612843074, -13.5891503212, 10
59.3472921622, -13.3367268309, 50
43.6741918275, -13.177013778, 48
5.43088926918, -13.0902752413, 26
37.9280392085, -12.9782623727, 49
8.58860083501, -12.4792025936, 30
-1.26607980573, -12.2073209633, 26
-24.5057836231, -11.7440640835, 5
7.15345557737, -11.3776029222, 30
-8.7980649427, -11.2545735763, 18
30.462589547, -10.7331016592, 51
17.9469362128, -10.608870427, 45
-18.6118205953, -10.3824302353, 9
-5.67451260675, -10.2183913089, 24
-1.77884851096, -10.1867941648, 29
-14.8291498065, -10.1595925754, 14
26.1129968496, -10.0418086992, 56
-7.52155470605, -9.48384778538, 23
-10.664234252, -9.32917592951, 20
-6.97880592073, -9.22674647452, 26
-13.071238909, -8.64529029564, 18
-12.1853157434, -8.24384703003, 19
8.04676072227, -8.07687115424, 43
-22.4428733622, -7.96130881922, 6
-32.7582187814, -7.82276790865, 5
14.1479948132, -7.62296553052, 54
12.6778031849, -7.52405956208, 53
-13.2417380499, -7.36925164255, 20
-14.7957644421, -6.9873622338, 17
11.4171626907, -6.81234735571, 54
10.5964612039, -6.40252521311, 51
4.74788989673, -6.17361557304, 42
-2.07613710264, -6.08832975858, 39
3.09518371244, -5.53471992798, 43
21.1673493102, -5.3436859807, 72
30.1602541292, -5.31801764064, 75
2.02275032559, -5.30990746327, 43
-2.24653240405, -5.30750249351, 39
-3.97831659835, -4.47470808606, 38
9.52155288568, -4.39981039491, 55
1.92447094877, -4.25039143932, 45
8.34839726803, -3.9120889193, 55
24.6836327188, -3.32911919366, 80
9.36387745171, -3.21764367415, 57
-2.27108499929, -3.19218156214, 40
18.1958141933, -3.13180258783, 75
5.80520162617, -3.12263778534, 51
4.96609422216, -2.36310093629, 50
13.780145361, -1.90446017512, 72
16.7350008393, -1.6438673021, 75
38.9870035055, -1.63373311148, 95
-6.46712659596, -1.57131319344, 33
32.7510118374, -1.15045811582, 93
18.5009117483, -1.03312431942, 81
-5.94871172044, -0.941174748576, 35
-0.593586532414, -0.439906304935, 48
-14.4966060345, -0.361281681856, 18
-45.8495078997, -0.284526662887, 1
-4.88771966452, -0.230005578178, 40
-26.2585604342, -0.174853542214, 7
37.0248691774, -0.0899762072171, 103
-6.53093304221, 0.177955175585, 36
23.6498596571, 0.291943923579, 95
-9.30657800291, 0.407932069974, 30
-9.23677107029, 0.630781770561, 31
-18.1078522613, 1.51871314586, 15
4.83446683316, 1.83710753043, 61
-36.5852777929, 2.61291977785, 2
-13.078344272, 2.63035950508, 27
56.1249411245, 2.66678477971, 117
13.7397920707, 3.30990830733, 86
35.1419860664, 3.85934281933, 111
-7.47863101777, 4.19211585395, 39
6.2778504336, 4.30629309495, 69
5.63989240848, 4.46243016253, 67
-12.9763368429, 4.52305796308, 29
-4.4501019689, 5.03094530739, 51
-12.3095904135, 5.14253734571, 30
-15.1049265227, 5.25315100076, 20
-9.8585653602, 5.35324170839, 36
-12.6943732591, 5.3610875859, 31
-2.36169498263, 5.51210767839, 59
1.50072312208, 6.50052785658, 67
47.2890724094, 6.64277154911, 129
8.27275601733, 7.08889487772, 83
21.8168518587, 7.32151724356, 114
-21.0269328476, 7.43287267946, 11
-28.532448215, 7.85923461442, 8
-20.2442922977, 8.3948011961, 13
-15.3577164019, 8.55968411686, 23
21.7046204551, 8.96421414275, 118
10.3452897284, 9.1880307791, 94
-12.0571884415, 10.1736966717, 38
27.2408326714, 10.1804425132, 126
-8.30947045581, 10.6667992639, 48
-2.19409717929, 11.1586337084, 68
-40.8731718474, 11.2121110568, 2
-13.3748677018, 11.7248034519, 32
-68.2673164237, 12.0662048677, 0
-5.75399621767, 12.1824387047, 60
16.758295414, 12.7100496821, 115
7.59858077215, 12.8244476863, 92
41.5640393578, 12.8584742199, 145
31.9252138254, 13.2127964516, 137
21.3588386882, 13.7980224135, 128
-31.1145612613, 14.0165304698, 10
-30.3516411826, 14.2968844092, 11
